run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-70.176,70.176,1.0,12.564502954483032
1,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-66.86,66.86,1.0,12.58052372932434
2,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-68.918,68.918,0.998,12.65995168685913
3,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-77.64,77.64,0.994,12.69775128364563
4,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-75.982,75.982,0.996,12.589549779891968
5,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-73.31,73.31,1.0,12.601068258285522
6,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-67.69,67.69,1.0,12.563716650009155
7,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-65.38,65.38,1.0,12.716552019119263
8,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-72.384,72.384,1.0,12.53819489479065
9,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-70.112,70.112,0.992,12.567090272903442
10,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-68.208,68.208,0.998,12.704081058502197
11,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-70.29,70.29,1.0,12.596917152404785
12,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-72.07,72.07,0.996,12.632262706756592
13,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-65.14,65.14,1.0,12.615415096282959
14,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-70.77,70.77,0.998,12.616683959960938
15,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-65.3,65.3,1.0,12.562176942825317
16,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-67.362,67.362,0.996,12.54437255859375
17,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-67.244,67.244,0.996,12.61929440498352
18,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-73.734,73.734,0.992,12.441175937652588
19,0.99,0.5,0.95,0.8,0.95,10000,-1.0,-66.58,66.58,1.0,12.757134437561035
