run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-91.194,91.194,0.964,1.5932412147521973
1,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-68.536,68.536,1.0,1.652888298034668
2,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-77.548,77.548,0.992,1.646920919418335
3,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-64.898,64.898,1.0,1.607393741607666
4,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-67.832,67.832,0.998,1.5831825733184814
5,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-72.484,72.484,0.994,1.6412065029144287
6,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-72.316,72.316,0.998,1.6454529762268066
7,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-85.34,85.34,0.984,1.6295974254608154
8,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-74.236,74.236,0.998,1.6373589038848877
9,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-79.362,79.362,0.986,1.606058120727539
10,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-66.266,66.266,1.0,1.632601261138916
11,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-72.346,72.346,0.996,1.6002700328826904
12,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-69.82,69.82,1.0,1.616708755493164
13,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-63.462,63.462,1.0,1.6102972030639648
14,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-68.658,68.658,1.0,1.6374411582946777
15,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-99.278,99.278,0.948,1.5703823566436768
16,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-66.97,66.97,0.996,1.603485107421875
17,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-69.044,69.044,0.998,1.6078152656555176
18,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-69.304,69.304,1.0,1.608076572418213
19,0.99,0.8,0.95,0.8,0.95,1000,-1.0,-76.414,76.414,0.998,1.6086175441741943
