run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-78.534,78.534,0.994,1.7473444938659668
1,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-79.884,79.884,0.992,1.7165858745574951
2,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-77.602,77.602,0.996,1.7151315212249756
3,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-74.27,74.27,0.992,1.771709680557251
4,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-84.756,84.756,0.978,1.7237448692321777
5,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-79.458,79.458,0.992,1.7998194694519043
6,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-78.654,78.654,0.986,1.7428944110870361
7,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-78.222,78.222,0.986,1.7005600929260254
8,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-78.882,78.882,0.994,1.7250583171844482
9,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-85.568,85.568,0.968,1.6841931343078613
10,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-81.288,81.288,0.99,1.83884859085083
11,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-71.34,71.34,0.992,1.7189557552337646
12,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-86.372,86.372,0.97,1.7133028507232666
13,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-74.078,74.078,0.994,1.7355153560638428
14,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-93.654,93.654,0.946,1.7486534118652344
15,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-82.18,82.18,0.984,1.709409475326538
16,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-69.494,69.494,0.994,1.7417242527008057
17,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-89.782,89.782,0.966,1.7890973091125488
18,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-97.516,97.516,0.956,1.7687551975250244
19,0.7,0.1,0.9,0.95,0.99,1000,-1.0,-75.588,75.588,0.992,1.74900484085083
