run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-78.886,78.886,0.99,1.7119331359863281
1,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-76.074,76.074,0.99,1.7050838470458984
2,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-68.718,68.718,0.996,1.6589269638061523
3,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-72.748,72.748,0.994,1.688615322113037
4,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-70.722,70.722,0.998,1.7140247821807861
5,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-83.268,83.268,0.986,1.6636803150177002
6,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-85.366,85.366,0.978,1.6200783252716064
7,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-82.47,82.47,0.988,1.7452890872955322
8,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-119.56,119.56,0.85,1.699486255645752
9,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-72.192,72.192,0.994,1.661921739578247
10,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-78.794,78.794,0.988,1.7292702198028564
11,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-92.396,92.396,0.958,1.6750876903533936
12,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-73.112,73.112,0.992,1.6639227867126465
13,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-77.63,77.63,0.986,1.7083258628845215
14,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-91.536,91.536,0.958,1.662322998046875
15,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-77.736,77.736,0.994,1.6623260974884033
16,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-90.766,90.766,0.964,1.6616885662078857
17,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-77.556,77.556,0.992,1.6758015155792236
18,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-114.622,114.622,0.842,1.6573195457458496
19,0.7,0.8,0.9,0.95,0.99,1000,-1.0,-79.602,79.602,0.984,1.726518154144287
