run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-69.794,69.794,1.0,1.5828919410705566
1,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-75.098,75.098,0.998,1.5595078468322754
2,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-74.65,74.65,0.996,1.5502138137817383
3,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-73.34,73.34,0.998,1.5612013339996338
4,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-65.894,65.894,1.0,1.693263053894043
5,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-70.412,70.412,0.996,1.5647857189178467
6,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-82.504,82.504,0.988,1.5568206310272217
7,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-67.4,67.4,1.0,1.5849575996398926
8,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-69.686,69.686,0.998,1.5797984600067139
9,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-73.866,73.866,0.998,1.5844199657440186
10,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-71.234,71.234,0.998,1.5664186477661133
11,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-70.492,70.492,0.996,1.6411480903625488
12,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-90.538,90.538,0.97,1.6230463981628418
13,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-67.452,67.452,1.0,1.5842833518981934
14,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-68.22,68.22,1.0,1.6104247570037842
15,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-75.688,75.688,0.994,1.5912559032440186
16,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-66.968,66.968,1.0,1.6226074695587158
17,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-74.002,74.002,0.994,1.572657823562622
18,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-80.154,80.154,0.984,1.5641603469848633
19,0.99,0.8,0.95,0.8,0.99,1000,-1.0,-78.352,78.352,0.982,1.584594964981079
