run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-64.288,64.288,1.0,1.581132411956787
1,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-75.176,75.176,0.98,1.6193747520446777
2,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-68.144,68.144,0.998,1.5773003101348877
3,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-73.184,73.184,0.994,1.5510704517364502
4,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-83.998,83.998,0.99,1.6134450435638428
5,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-65.984,65.984,1.0,1.665496587753296
6,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-71.252,71.252,1.0,1.641374111175537
7,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-77.036,77.036,0.998,1.6934261322021484
8,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-87.478,87.478,0.984,1.6887965202331543
9,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-73.494,73.494,1.0,1.6094892024993896
10,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-66.856,66.856,1.0,1.6531217098236084
11,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-66.726,66.726,1.0,1.5946464538574219
12,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-65.144,65.144,1.0,1.6052873134613037
13,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-78.254,78.254,0.996,1.6185879707336426
14,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-72.82,72.82,0.992,1.6339483261108398
15,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-68.45,68.45,1.0,1.644313097000122
16,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-70.13,70.13,0.998,1.5559806823730469
17,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-81.964,81.964,0.982,1.6252250671386719
18,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-69.512,69.512,1.0,1.6466503143310547
19,0.99,0.2,0.9,0.95,0.99,1000,-1.0,-76.038,76.038,1.0,1.6099984645843506
