run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-67.244,67.244,0.998,12.746406555175781
1,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-72.812,72.812,0.998,12.664163589477539
2,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-77.556,77.556,0.996,12.745024919509888
3,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-70.924,70.924,0.998,12.949348449707031
4,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-65.776,65.776,1.0,12.833437204360962
5,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-74.178,74.178,0.99,12.852710485458374
6,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-67.266,67.266,0.998,12.629117488861084
7,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-72.246,72.246,0.998,12.940492630004883
8,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-71.78,71.78,0.994,12.863292694091797
9,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-68.59,68.59,0.998,12.780492544174194
10,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-70.83,70.83,1.0,12.907339811325073
11,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-65.7,65.7,1.0,12.895435333251953
12,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-65.784,65.784,1.0,12.896649599075317
13,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-68.808,68.808,0.998,12.98758840560913
14,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-71.73,71.73,0.996,12.487767696380615
15,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-68.002,68.002,1.0,12.879031896591187
16,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-68.19,68.19,1.0,12.838502883911133
17,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-65.056,65.056,1.0,12.52179765701294
18,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-68.062,68.062,1.0,12.60288405418396
19,0.99,0.5,0.95,0.8,0.99,10000,-1.0,-71.992,71.992,0.996,12.889368772506714
