run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-68.976,68.976,1.0,1.6830930709838867
1,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-70.934,70.934,1.0,1.5879628658294678
2,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-74.428,74.428,0.996,1.6056556701660156
3,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-68.956,68.956,1.0,1.5760529041290283
4,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-67.676,67.676,1.0,1.6145565509796143
5,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-86.608,86.608,0.968,1.6596930027008057
6,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-67.534,67.534,0.998,1.6167757511138916
7,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-67.002,67.002,0.998,1.625206708908081
8,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-97.442,97.442,0.978,1.6656286716461182
9,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-83.922,83.922,0.982,1.6855576038360596
10,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-65.04,65.04,1.0,1.6572527885437012
11,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-67.4,67.4,1.0,1.6679961681365967
12,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-69.788,69.788,0.996,1.651479721069336
13,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-71.436,71.436,0.996,1.6723284721374512
14,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-98.568,98.568,0.954,1.6170248985290527
15,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-72.25,72.25,0.996,1.6008055210113525
16,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-72.08,72.08,0.998,1.5998687744140625
17,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-76.102,76.102,0.994,1.673414945602417
18,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-68.288,68.288,0.998,1.6474637985229492
19,0.99,0.2,0.95,0.95,0.99,1000,-1.0,-66.146,66.146,1.0,1.6417503356933594
