run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-67.652,67.652,0.994,1.5925159454345703
1,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-67.552,67.552,1.0,1.579188585281372
2,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-66.418,66.418,1.0,1.6134147644042969
3,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-69.0,69.0,1.0,1.6384313106536865
4,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-71.016,71.016,0.996,1.6429319381713867
5,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-66.654,66.654,0.998,1.5636160373687744
6,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-71.21,71.21,1.0,1.62434720993042
7,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-70.044,70.044,0.998,1.620199203491211
8,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-71.494,71.494,0.996,1.6546239852905273
9,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-71.91,71.91,0.996,1.6173431873321533
10,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-73.472,73.472,0.996,1.603921890258789
11,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-71.718,71.718,0.998,1.63425612449646
12,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-64.894,64.894,0.998,1.6399660110473633
13,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-78.13,78.13,0.996,1.682051658630371
14,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-75.234,75.234,0.998,1.6060419082641602
15,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-72.74,72.74,0.994,1.6788606643676758
16,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-67.908,67.908,1.0,1.6369421482086182
17,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-78.272,78.272,1.0,1.6407184600830078
18,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-70.818,70.818,1.0,1.6194627285003662
19,0.99,0.1,0.95,0.8,0.995,1000,-1.0,-70.562,70.562,0.998,1.5972275733947754
