run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-69.55,69.55,0.996,1.59306001663208
1,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-74.146,74.146,1.0,1.6216974258422852
2,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-79.488,79.488,0.998,1.594999074935913
3,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-69.228,69.228,0.998,1.5987703800201416
4,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-66.046,66.046,1.0,1.615652322769165
5,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-81.244,81.244,0.99,1.6284852027893066
6,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-65.478,65.478,1.0,1.6132943630218506
7,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-66.49,66.49,1.0,1.6046323776245117
8,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-74.834,74.834,0.996,1.5969264507293701
9,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-71.834,71.834,0.992,1.5903434753417969
10,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-69.438,69.438,1.0,1.5322577953338623
11,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-65.636,65.636,1.0,1.5658040046691895
12,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-78.69,78.69,0.994,1.6218979358673096
13,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-74.508,74.508,0.996,1.612034797668457
14,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-73.512,73.512,1.0,1.578321933746338
15,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-73.896,73.896,0.996,1.6041295528411865
16,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-73.166,73.166,0.996,1.5735437870025635
17,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-72.15,72.15,1.0,1.5977680683135986
18,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-68.76,68.76,0.998,1.582700490951538
19,0.99,0.2,0.7,0.8,0.99,1000,-1.0,-74.916,74.916,0.992,1.5939171314239502
