run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-69.4,69.4,0.996,1.6892011165618896
1,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-73.478,73.478,0.994,1.6149630546569824
2,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-71.81,71.81,0.992,1.5913341045379639
3,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-67.05,67.05,1.0,1.6652421951293945
4,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-76.312,76.312,0.988,1.6552627086639404
5,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-71.944,71.944,0.998,1.6258234977722168
6,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-73.142,73.142,0.992,1.6381020545959473
7,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-81.55,81.55,0.99,1.5870766639709473
8,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-71.582,71.582,1.0,1.6309716701507568
9,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-69.916,69.916,0.996,1.6599717140197754
10,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-70.454,70.454,1.0,1.5755341053009033
11,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-77.254,77.254,0.988,1.6190948486328125
12,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-82.908,82.908,0.986,1.6136691570281982
13,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-69.168,69.168,1.0,1.6175005435943604
14,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-68.554,68.554,0.998,1.6492741107940674
15,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-91.534,91.534,0.968,1.6467845439910889
16,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-70.442,70.442,1.0,1.6170148849487305
17,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-73.8,73.8,0.996,1.6458208560943604
18,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-69.662,69.662,1.0,1.6412076950073242
19,0.99,0.1,0.95,0.8,0.99,1000,-1.0,-69.418,69.418,1.0,1.6398985385894775
