run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-77.788,77.788,0.996,1.5704433917999268
1,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-73.524,73.524,0.996,1.634756088256836
2,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-64.83,64.83,1.0,1.6297204494476318
3,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-70.716,70.716,1.0,1.6172311305999756
4,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-68.33,68.33,0.996,1.6345505714416504
5,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-67.596,67.596,1.0,1.6489901542663574
6,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-67.072,67.072,1.0,1.6439430713653564
7,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-70.264,70.264,0.998,1.6021721363067627
8,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-75.596,75.596,0.996,1.6260454654693604
9,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-71.992,71.992,1.0,1.6468093395233154
10,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-74.718,74.718,0.992,1.6494109630584717
11,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-68.284,68.284,1.0,1.6386792659759521
12,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-75.854,75.854,0.99,1.7082891464233398
13,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-65.19,65.19,1.0,1.6009368896484375
14,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-75.372,75.372,0.988,1.6172051429748535
15,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-70.88,70.88,1.0,1.6127684116363525
16,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-64.966,64.966,1.0,1.6311473846435547
17,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-72.836,72.836,0.994,1.6212687492370605
18,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-76.944,76.944,0.992,1.5758635997772217
19,0.95,0.8,0.9,0.95,0.99,1000,-1.0,-68.024,68.024,1.0,1.6495771408081055
