run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-66.27,66.27,1.0,1.6070897579193115
1,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-73.61,73.61,0.994,1.5701816082000732
2,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-69.932,69.932,0.996,1.6139500141143799
3,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-64.312,64.312,1.0,1.6096906661987305
4,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-70.098,70.098,0.996,1.6284866333007812
5,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-72.842,72.842,0.996,1.6130554676055908
6,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-65.284,65.284,1.0,1.6154181957244873
7,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-70.196,70.196,1.0,1.583907127380371
8,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-69.9,69.9,0.996,1.6019299030303955
9,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-79.032,79.032,0.99,1.6132841110229492
10,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-67.984,67.984,0.996,1.6436619758605957
11,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-70.016,70.016,1.0,1.6228816509246826
12,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-69.932,69.932,0.998,1.6194651126861572
13,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-66.712,66.712,1.0,1.5634801387786865
14,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-67.362,67.362,1.0,1.6404404640197754
15,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-69.454,69.454,0.998,1.63588547706604
16,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-67.364,67.364,0.998,1.634775161743164
17,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-80.974,80.974,0.99,1.6390552520751953
18,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-71.558,71.558,1.0,1.6147513389587402
19,0.99,0.1,0.95,0.8,0.95,1000,-1.0,-66.068,66.068,1.0,1.6364715099334717
