run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-76.332,76.332,0.994,1.7978522777557373
1,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-75.636,75.636,1.0,1.771272897720337
2,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-71.318,71.318,0.992,1.787778377532959
3,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-72.544,72.544,0.992,1.7105653285980225
4,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-100.29,100.29,0.946,1.7190132141113281
5,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-69.516,69.516,0.998,1.7469966411590576
6,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-73.53,73.53,1.0,1.778212070465088
7,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-76.172,76.172,0.996,1.685828447341919
8,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-77.73,77.73,0.988,1.7722606658935547
9,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-95.298,95.298,0.93,1.8005344867706299
10,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-78.174,78.174,0.992,1.732426643371582
11,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-71.062,71.062,1.0,1.7835993766784668
12,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-66.538,66.538,0.998,1.718632698059082
13,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-67.228,67.228,0.998,1.7885279655456543
14,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-76.988,76.988,0.992,1.7049672603607178
15,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-70.99,70.99,1.0,1.7213706970214844
16,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-73.366,73.366,1.0,1.7496275901794434
17,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-77.612,77.612,0.996,1.7239713668823242
18,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-82.02,82.02,0.988,1.7654855251312256
19,0.7,0.2,0.9,0.95,0.99,1000,-1.0,-72.406,72.406,0.998,1.7368998527526855
