run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-67.748,67.748,1.0,1.6946852207183838
1,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-76.216,76.216,0.996,1.610912561416626
2,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-72.72,72.72,1.0,1.623582124710083
3,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-69.446,69.446,1.0,1.6249706745147705
4,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-72.774,72.774,0.994,1.691990852355957
5,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-76.882,76.882,0.994,1.667851448059082
6,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-72.792,72.792,0.998,1.6270248889923096
7,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-68.812,68.812,1.0,1.6291754245758057
8,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-72.316,72.316,0.986,1.6727440357208252
9,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-69.532,69.532,1.0,1.6060709953308105
10,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-63.758,63.758,1.0,1.6230592727661133
11,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-67.602,67.602,1.0,1.625028371810913
12,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-78.014,78.014,0.992,1.6170597076416016
13,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-64.956,64.956,0.998,1.6252191066741943
14,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-68.132,68.132,1.0,1.6294910907745361
15,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-70.804,70.804,0.996,1.6202237606048584
16,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-76.73,76.73,0.994,1.629051685333252
17,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-66.296,66.296,0.998,1.66318941116333
18,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-66.946,66.946,0.994,1.6085610389709473
19,0.99,0.2,0.95,0.8,0.99,1000,-1.0,-75.866,75.866,0.994,1.6483793258666992
