run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-109.904,109.904,0.894,1.8512775897979736
1,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-106.332,106.332,0.928,1.831969976425171
2,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-74.116,74.116,0.988,1.8119897842407227
3,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-108.592,108.592,0.894,1.8652846813201904
4,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-113.562,113.562,0.886,1.8625447750091553
5,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-104.486,104.486,0.896,1.8263912200927734
6,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-111.414,111.414,0.898,1.8421330451965332
7,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-81.602,81.602,0.99,1.7956502437591553
8,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-79.636,79.636,0.98,1.8519234657287598
9,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-77.826,77.826,0.994,1.9220342636108398
10,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-82.152,82.152,0.99,1.8477108478546143
11,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-88.652,88.652,0.966,1.860935926437378
12,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-88.864,88.864,0.974,1.843231201171875
13,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-102.798,102.798,0.926,1.84840989112854
14,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-90.198,90.198,0.972,1.8888466358184814
15,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-100.866,100.866,0.924,1.8796772956848145
16,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-89.146,89.146,0.966,1.9010987281799316
17,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-86.36,86.36,0.988,1.8293538093566895
18,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-82.01,82.01,0.986,1.8785333633422852
19,0.5,0.1,0.9,0.95,0.99,1000,-1.0,-89.78,89.78,0.986,1.9085566997528076
