run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-67.29,67.29,1.0,1.6243786811828613
1,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-79.972,79.972,0.994,1.6828811168670654
2,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-75.974,75.974,0.996,1.7054944038391113
3,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-71.89,71.89,0.998,1.7544453144073486
4,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-71.332,71.332,0.996,1.7489604949951172
5,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-68.964,68.964,0.996,1.7948250770568848
6,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-65.744,65.744,1.0,1.7150161266326904
7,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-72.262,72.262,0.998,1.7024891376495361
8,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-66.682,66.682,1.0,1.7548713684082031
9,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-65.778,65.778,1.0,1.749648094177246
10,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-65.568,65.568,1.0,1.7105066776275635
11,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-67.602,67.602,1.0,1.7430419921875
12,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-71.24,71.24,0.988,1.687727689743042
13,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-75.912,75.912,0.992,1.670168161392212
14,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-76.026,76.026,0.988,1.7332029342651367
15,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-89.508,89.508,0.962,1.6941006183624268
16,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-81.016,81.016,0.99,1.6247894763946533
17,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-65.836,65.836,1.0,1.6651132106781006
18,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-69.016,69.016,0.998,1.64249587059021
19,0.95,0.2,0.9,0.95,0.99,1000,-1.0,-75.71,75.71,0.996,1.6440610885620117
