run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-71.334,71.334,0.998,1.6170399188995361
1,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-69.172,69.172,0.998,1.6355516910552979
2,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-68.28,68.28,0.996,1.6585161685943604
3,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-69.004,69.004,1.0,1.6305522918701172
4,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-79.248,79.248,0.994,1.630129098892212
5,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-65.234,65.234,1.0,1.5884017944335938
6,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-71.974,71.974,1.0,1.6278212070465088
7,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-65.054,65.054,1.0,1.630289077758789
8,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-70.086,70.086,1.0,1.619856595993042
9,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-73.5,73.5,0.998,1.5866260528564453
10,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-71.076,71.076,0.996,1.5782101154327393
11,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-91.206,91.206,0.966,1.5992279052734375
12,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-74.584,74.584,0.99,1.616255760192871
13,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-71.964,71.964,0.996,1.6520922183990479
14,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-66.214,66.214,1.0,1.5900180339813232
15,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-66.818,66.818,0.998,1.6053810119628906
16,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-65.928,65.928,1.0,1.6181256771087646
17,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-70.226,70.226,1.0,1.5831880569458008
18,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-67.116,67.116,0.998,1.6107194423675537
19,0.99,0.2,0.9,0.9,0.99,1000,-1.0,-69.76,69.76,0.994,1.593411922454834
