run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-72.166,72.166,0.998,6.666411399841309
1,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-72.284,72.284,0.996,6.5938498973846436
2,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-70.036,70.036,1.0,6.6188013553619385
3,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-80.304,80.304,0.978,6.49630069732666
4,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-71.286,71.286,0.996,6.532568693161011
5,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-81.82,81.82,0.988,6.334477186203003
6,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-70.864,70.864,0.994,6.532203197479248
7,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-68.034,68.034,1.0,6.616549730300903
8,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-65.468,65.468,1.0,6.530632495880127
9,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-76.61,76.61,0.994,6.5913872718811035
10,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-71.578,71.578,1.0,6.5370707511901855
11,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-73.278,73.278,0.996,6.580217361450195
12,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-64.758,64.758,0.998,6.544408082962036
13,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-70.154,70.154,0.996,6.528087854385376
14,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-73.112,73.112,0.996,6.517349481582642
15,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-73.528,73.528,0.994,6.611522197723389
16,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-70.97,70.97,0.996,6.5934739112854
17,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-65.126,65.126,0.998,6.3699867725372314
18,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-67.578,67.578,1.0,6.519198417663574
19,0.99,0.5,0.95,0.8,0.99,5000,-1.0,-68.198,68.198,1.0,6.5573930740356445
