run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-73.848,73.848,0.992,1.6608185768127441
1,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-69.67,69.67,0.998,1.6657767295837402
2,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-82.292,82.292,0.988,1.6035776138305664
3,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-71.182,71.182,0.996,1.6668002605438232
4,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-64.384,64.384,1.0,1.6513135433197021
5,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-65.496,65.496,1.0,1.594797134399414
6,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-66.992,66.992,1.0,1.592294454574585
7,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-70.084,70.084,0.998,1.5970351696014404
8,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-77.188,77.188,0.996,1.6505661010742188
9,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-71.504,71.504,0.998,1.6162638664245605
10,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-68.888,68.888,0.996,1.6384501457214355
11,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-68.604,68.604,1.0,1.6525683403015137
12,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-79.004,79.004,0.994,1.596919298171997
13,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-68.892,68.892,0.996,1.6337389945983887
14,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-70.326,70.326,0.996,1.650940179824829
15,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-74.538,74.538,0.996,1.7046582698822021
16,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-104.324,104.324,0.902,1.665236473083496
17,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-78.998,78.998,0.996,1.6755666732788086
18,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-72.844,72.844,0.998,1.6385095119476318
19,0.99,0.2,0.99,0.9,0.99,1000,-1.0,-67.33,67.33,1.0,1.619605541229248
