run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-76.188,76.188,0.996,1.6952106952667236
1,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-66.244,66.244,0.996,1.6768348217010498
2,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-71.896,71.896,0.994,1.6135914325714111
3,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-67.716,67.716,1.0,1.6919333934783936
4,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-69.956,69.956,1.0,1.6671435832977295
5,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-67.598,67.598,1.0,1.6955931186676025
6,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-80.256,80.256,0.986,1.6513123512268066
7,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-73.04,73.04,1.0,1.6614210605621338
8,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-67.154,67.154,1.0,1.630829095840454
9,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-69.428,69.428,0.998,1.5973403453826904
10,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-69.664,69.664,0.996,1.6524789333343506
11,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-63.778,63.778,1.0,1.6378529071807861
12,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-83.43,83.43,0.98,1.6825289726257324
13,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-69.77,69.77,0.998,1.697092056274414
14,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-67.432,67.432,1.0,1.6601769924163818
15,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-73.258,73.258,0.996,1.643573522567749
16,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-69.762,69.762,0.998,1.64314866065979
17,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-67.584,67.584,0.998,1.6353726387023926
18,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-70.214,70.214,0.996,1.6534981727600098
19,0.99,0.2,0.9,0.99,0.99,1000,-1.0,-65.924,65.924,1.0,1.6290578842163086
