run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-81.222,81.222,0.99,1.865269660949707
1,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-80.31,80.31,0.984,1.860948085784912
2,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-84.122,84.122,0.984,1.930539608001709
3,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-97.304,97.304,0.952,1.8724350929260254
4,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-79.518,79.518,0.994,1.8782994747161865
5,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-93.426,93.426,0.962,1.8273329734802246
6,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-100.554,100.554,0.928,1.9170036315917969
7,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-84.286,84.286,0.98,1.8179943561553955
8,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-78.842,78.842,0.984,1.8461039066314697
9,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-91.444,91.444,0.954,1.83607816696167
10,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-76.318,76.318,0.988,1.8273775577545166
11,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-112.778,112.778,0.848,1.845024585723877
12,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-80.894,80.894,0.98,1.8349370956420898
13,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-79.336,79.336,0.99,1.8888084888458252
14,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-91.856,91.856,0.964,1.8367531299591064
15,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-91.676,91.676,0.976,1.8809120655059814
16,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-76.724,76.724,0.998,1.8229210376739502
17,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-108.178,108.178,0.906,1.8907439708709717
18,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-88.79,88.79,0.976,1.8758389949798584
19,0.5,0.2,0.9,0.95,0.99,1000,-1.0,-76.408,76.408,0.998,1.8816688060760498
