run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-78.586,78.586,0.99,1.6742651462554932
1,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-79.584,79.584,0.99,1.6643099784851074
2,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-68.014,68.014,1.0,1.6700832843780518
3,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-77.28,77.28,1.0,1.6118853092193604
4,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-74.41,74.41,0.99,1.6477549076080322
5,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-68.476,68.476,0.998,1.6797189712524414
6,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-73.968,73.968,0.994,1.6535398960113525
7,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-83.02,83.02,0.982,1.7006914615631104
8,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-69.294,69.294,0.996,1.6383960247039795
9,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-80.514,80.514,0.984,1.6097846031188965
10,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-76.634,76.634,0.996,1.6316273212432861
11,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-70.89,70.89,0.996,1.6644937992095947
12,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-73.338,73.338,0.992,1.7110848426818848
13,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-67.614,67.614,0.994,1.6526861190795898
14,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-79.074,79.074,1.0,1.644275426864624
15,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-68.888,68.888,0.998,1.6414506435394287
16,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-72.734,72.734,0.994,1.6483473777770996
17,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-71.214,71.214,0.998,1.6702117919921875
18,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-73.146,73.146,0.992,1.6635665893554688
19,0.9,0.5,0.9,0.95,0.99,1000,-1.0,-76.448,76.448,0.99,1.663034439086914
