run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-95.538,95.538,0.952,1.5986394882202148
1,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-65.968,65.968,1.0,1.5147054195404053
2,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-70.782,70.782,1.0,1.6185457706451416
3,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-64.106,64.106,1.0,1.5707550048828125
4,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-67.366,67.366,1.0,1.6321289539337158
5,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-68.684,68.684,1.0,1.621929407119751
6,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-73.92,73.92,0.998,1.5812089443206787
7,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-71.002,71.002,0.994,1.5833709239959717
8,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-74.788,74.788,0.998,1.611593246459961
9,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-76.438,76.438,0.996,1.5818164348602295
10,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-75.022,75.022,0.992,1.6091978549957275
11,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-80.26,80.26,0.992,1.5779392719268799
12,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-71.186,71.186,0.998,1.5874767303466797
13,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-71.328,71.328,0.996,1.5805659294128418
14,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-67.878,67.878,1.0,1.607797622680664
15,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-67.728,67.728,0.996,1.5429153442382812
16,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-66.094,66.094,0.998,1.5632495880126953
17,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-74.594,74.594,0.994,1.5736865997314453
18,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-65.494,65.494,1.0,1.518172025680542
19,0.99,0.5,0.95,0.8,0.995,1000,-1.0,-67.646,67.646,0.998,1.6049108505249023
