run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-66.658,66.658,0.994,1.66520094871521
1,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-70.666,70.666,1.0,1.6366021633148193
2,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-72.272,72.272,1.0,1.6024296283721924
3,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-71.816,71.816,0.994,1.6422791481018066
4,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-69.794,69.794,0.998,1.6215651035308838
5,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-65.652,65.652,0.998,1.6675844192504883
6,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-83.748,83.748,0.988,1.6333520412445068
7,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-72.238,72.238,0.996,1.6101162433624268
8,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-72.416,72.416,0.996,1.643404483795166
9,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-68.474,68.474,1.0,1.6018388271331787
10,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-68.714,68.714,1.0,1.5914578437805176
11,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-69.274,69.274,0.998,1.6229605674743652
12,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-69.106,69.106,1.0,1.6257834434509277
13,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-64.874,64.874,1.0,1.6082110404968262
14,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-66.07,66.07,1.0,1.651017665863037
15,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-69.91,69.91,1.0,1.5773491859436035
16,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-66.326,66.326,1.0,1.6322910785675049
17,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-79.726,79.726,0.986,1.637556791305542
18,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-68.608,68.608,0.996,1.6163744926452637
19,0.99,0.1,0.95,0.8,0.999,1000,-1.0,-68.522,68.522,1.0,1.662137508392334
