run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-77.362,77.362,0.994,1.612736701965332
1,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-68.168,68.168,0.998,1.6055347919464111
2,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-77.19,77.19,0.996,1.6048221588134766
3,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-78.672,78.672,0.992,1.6273901462554932
4,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-63.984,63.984,1.0,1.608309268951416
5,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-73.66,73.66,1.0,1.6273021697998047
6,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-70.032,70.032,0.998,1.6297953128814697
7,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-64.688,64.688,1.0,1.6383676528930664
8,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-73.334,73.334,0.994,1.5903785228729248
9,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-72.836,72.836,0.998,1.5825860500335693
10,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-67.19,67.19,1.0,1.6277236938476562
11,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-79.874,79.874,0.988,1.6420965194702148
12,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-71.278,71.278,1.0,1.5929746627807617
13,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-65.758,65.758,1.0,1.6486420631408691
14,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-80.222,80.222,0.988,1.6417362689971924
15,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-83.364,83.364,0.978,1.644979476928711
16,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-79.458,79.458,0.988,1.6780617237091064
17,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-87.342,87.342,0.974,1.6113801002502441
18,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-74.078,74.078,0.996,1.617260456085205
19,0.99,0.2,0.7,0.95,0.99,1000,-1.0,-77.324,77.324,0.986,1.647721767425537
