run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-74.154,74.154,0.996,1.7344274520874023
1,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-71.056,71.056,0.996,1.6762027740478516
2,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-76.878,76.878,0.998,1.6470458507537842
3,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-80.362,80.362,0.988,1.6533300876617432
4,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-66.402,66.402,1.0,1.6467220783233643
5,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-70.566,70.566,0.994,1.6626839637756348
6,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-77.64,77.64,0.996,1.6860859394073486
7,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-83.826,83.826,0.986,1.6898832321166992
8,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-67.296,67.296,0.998,1.6366949081420898
9,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-76.828,76.828,0.994,1.6649675369262695
10,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-71.788,71.788,0.992,1.7061870098114014
11,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-64.6,64.6,1.0,1.7033047676086426
12,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-65.95,65.95,1.0,1.6668610572814941
13,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-80.252,80.252,0.984,1.7462983131408691
14,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-73.982,73.982,0.998,1.7276761531829834
15,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-75.768,75.768,0.998,1.6805381774902344
16,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-71.468,71.468,0.99,1.682474136352539
17,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-68.126,68.126,1.0,1.647643804550171
18,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-81.67,81.67,0.988,1.6710388660430908
19,0.95,0.1,0.9,0.95,0.99,1000,-1.0,-68.906,68.906,1.0,1.6537020206451416
