run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-90.382,90.382,0.962,1.5506606101989746
1,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-70.664,70.664,1.0,1.5701501369476318
2,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-69.674,69.674,0.996,1.5900282859802246
3,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-67.476,67.476,1.0,1.565185546875
4,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-73.606,73.606,0.994,1.5400936603546143
5,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-75.078,75.078,0.988,1.5864894390106201
6,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-66.748,66.748,1.0,1.546907663345337
7,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-76.946,76.946,1.0,1.5845532417297363
8,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-66.862,66.862,1.0,1.5830907821655273
9,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-69.48,69.48,0.998,1.6155860424041748
10,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-74.348,74.348,0.992,1.5880374908447266
11,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-65.016,65.016,1.0,1.5525152683258057
12,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-72.37,72.37,0.99,1.614241361618042
13,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-66.97,66.97,1.0,1.5936594009399414
14,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-68.834,68.834,1.0,1.562016487121582
15,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-67.308,67.308,0.998,1.5765502452850342
16,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-71.08,71.08,0.998,1.6160047054290771
17,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-66.598,66.598,1.0,1.5784387588500977
18,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-71.814,71.814,0.998,1.5892374515533447
19,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-70.99,70.99,0.998,1.583261489868164
