run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-69.626,69.626,0.992,1.537275791168213
1,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-77.708,77.708,0.996,1.5474846363067627
2,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-72.996,72.996,0.99,1.5429584980010986
3,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-80.802,80.802,0.982,1.5354645252227783
4,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-72.56,72.56,0.994,1.5749399662017822
5,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-65.562,65.562,1.0,1.528696060180664
6,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-66.342,66.342,1.0,1.570244550704956
7,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-70.29,70.29,1.0,1.570824384689331
8,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-86.652,86.652,0.982,1.6001043319702148
9,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-64.938,64.938,1.0,1.5581374168395996
10,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-74.854,74.854,0.994,1.5724818706512451
11,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-73.364,73.364,1.0,1.5622012615203857
12,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-68.978,68.978,1.0,1.5789124965667725
13,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-70.796,70.796,0.996,1.5161826610565186
14,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-70.968,70.968,0.996,1.530493974685669
15,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-76.486,76.486,0.998,1.5206935405731201
16,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-68.706,68.706,0.996,1.5586979389190674
17,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-67.584,67.584,1.0,1.5321862697601318
18,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-67.096,67.096,0.998,1.516735315322876
19,0.99,0.8,0.95,0.8,0.995,1000,-1.0,-84.47,84.47,0.98,1.556506872177124
