run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
0,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-70.9,70.9,0.994,1.6480212211608887
1,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-71.296,71.296,0.998,1.6516473293304443
2,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-80.204,80.204,0.992,1.657468318939209
3,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-66.978,66.978,1.0,1.6599416732788086
4,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-76.196,76.196,0.99,1.6937568187713623
5,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-77.926,77.926,0.988,1.6443722248077393
6,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-76.226,76.226,0.994,1.6853091716766357
7,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-74.372,74.372,0.994,1.6933252811431885
8,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-70.05,70.05,0.998,1.6460072994232178
9,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-66.54,66.54,0.998,1.6611576080322266
10,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-70.434,70.434,0.998,1.6099133491516113
11,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-71.828,71.828,0.998,1.6680285930633545
12,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-69.052,69.052,1.0,1.676609754562378
13,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-76.102,76.102,0.988,1.7221734523773193
14,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-65.978,65.978,1.0,1.6241400241851807
15,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-80.49,80.49,0.986,1.705928087234497
16,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-68.84,68.84,1.0,1.703315019607544
17,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-68.388,68.388,1.0,1.673750877380371
18,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-74.062,74.062,0.992,1.740126371383667
19,0.9,0.2,0.9,0.95,0.99,1000,-1.0,-69.054,69.054,0.996,1.7147254943847656
